"sigma_obs","beta_intercept"
0.32447961602115,-0.110500762507733
0.310409578776742,-0.116992993811338
0.320079265922251,-0.100462866019493
0.302968975238974,-0.15099758922357
0.275600422500714,-0.101158742442606
0.302127912537296,-0.145999088574884
0.318438374348957,-0.116727795316141
0.318984955666089,-0.140058883722713
0.310754423472235,-0.125459206356695
0.30369221684326,-0.0943028863906543
0.304318663950343,-0.138739316157321
0.359558887201686,-0.130846261421419
0.321616720678799,-0.0864953478529368
0.316217635599704,-0.121004232695765
0.333129082049025,-0.110983979616541
0.302332996005712,-0.0786129498563494
0.326764211530774,-0.104345152034468
0.32796369211081,-0.0925422758833324
0.320961409131118,-0.0693264563081955
0.326336722842765,-0.0604594054424567
0.325740631507739,-0.106863154888361
0.298281549230642,-0.159390919263671
0.318255411493352,-0.132611595049959
0.318035027915543,-0.102247888635508
0.326599347092648,-0.121253224764435
0.332087047866475,-0.104240846981948
0.325143535574306,-0.123073437702621
0.302974430184798,-0.11082589918418
0.369636787914428,-0.126173884263099
0.304610820932321,-0.0995093972579199
0.336388456505269,-0.0969056747091352
0.327967390829072,-0.125731316455233
0.337359491781911,-0.113774537351838
0.323609744294127,-0.124628056212274
0.312687536553579,-0.110255374625631
0.313376126605427,-0.11739773394135
0.302148259072149,-0.124683832425531
0.292735811954972,-0.0982282876160741
0.301091460798339,-0.159537098126713
0.304595565366547,-0.0879568325172596
0.291328614299304,-0.12164556355466
0.337748664929881,-0.134030705657097
0.293244500172076,-0.115950439763809
0.284893757981853,-0.135498026307011
0.335836059173061,-0.0988119177611752
0.309778462501994,-0.138780308168171
0.30053253055555,-0.0968484847944269
0.300694106127606,-0.106885972743743
0.31403833211915,-0.110161361352955
0.31630783144367,-0.107915679775142
0.312457104782492,-0.09324357130614
0.321533492009381,-0.131427235037462
0.314569017843911,-0.131482173229089
0.322903566163905,-0.119507221825462
0.276624184572244,-0.101120377658623
0.313950931978468,-0.152123056550179
0.288449792787568,-0.055867036071516
0.31919055446894,-0.0733342910461679
0.3300495351935,-0.112237822232025
0.333500239245969,-0.101077460978295
0.31450065652387,-0.116175636960387
0.314191249297053,-0.100151111990858
0.321428274191998,-0.133929642951816
0.300271619421846,-0.122218085373667
0.308942485510228,-0.0661616153990728
0.30663720296033,-0.135954000482967
0.306877618879211,-0.130609982267111
0.332281145696408,-0.0999507259988322
0.325069847784676,-0.097275214244753
0.299312059601843,-0.10986379815445
0.310305780766071,-0.0914486198661995
0.35613117104262,-0.146811539779132
0.318422294158428,-0.100951183917559
0.316832439617689,-0.137768543766191
0.309598153389133,-0.0861398000088975
0.311350846821797,-0.142406573423958
0.316331310628539,-0.14018269251188
0.327696950572149,-0.117351075396869
0.302145256143382,-0.130229390188202
0.286119888449442,-0.108371724115898
0.295097038689015,-0.0996898797353794
0.328185880439336,-0.132074124137654
0.311130765228594,-0.133158643630812
0.339497042143276,-0.102486500010674
0.293024825969104,-0.12042788324851
0.363098547302524,-0.112281232910257
0.290033170151361,-0.108155361848755
0.301990690900405,-0.117686367028791
0.334206037397557,-0.116663100189424
0.30664670101469,-0.0711365220627954
0.283038439600552,-0.0899015989084948
0.295338417839369,-0.135626882562289
0.308504726310456,-0.132499456695067
0.319033852796308,-0.11090510179295
0.306725774113737,-0.109627021116114
0.30589464784066,-0.110095594074546
0.335795963882148,-0.122076916616919
0.294071026935737,-0.132304562868981
0.328241389465706,-0.103886206148439
0.3209007741811,-0.13071777595676
0.315131026926509,-0.0870099796031624
0.334803649496728,-0.131292356110653
0.333286661949144,-0.104501387309569
0.32163807501252,-0.0976563591125
0.315932220339287,-0.143925249068742
0.29290586723264,-0.163910720797813
0.340503503907283,-0.128062668672137
0.299598968736695,-0.0936362317489798
0.316044353463893,-0.102882303216049
0.285102688235683,-0.126792297289762
0.295158039239729,-0.155245671336285
0.299158255954764,-0.12072547419265
0.300473333036062,-0.132486940130694
0.294774198134935,-0.0992877310886179
0.327548216055427,-0.0731557693084697
0.329076434186361,-0.0937700437528303
0.308629486257178,-0.138483733907723
0.301807920898051,-0.100361692455101
0.295752380318249,-0.132344851487935
0.295701128476175,-0.101236326176941
0.300448697628397,-0.138165571887758
0.312703381439382,-0.142604187273883
0.299749774016628,-0.0936873630695399
0.331013738965476,-0.120403101759292
0.326034507155033,-0.0824094831479693
0.320741594592462,-0.0953297719642142
0.291631065223149,-0.135268004811161
0.323119221934404,-0.126366955887363
0.336099496104437,-0.127450089116286
